DISTRICT NUMBER,DISTRICT NAME,YEAR,ALL FUNDS-LOCAL TAX REVENUE FROM M&O,ALL FUNDS-STATE REVENUE,ALL FUNDS-OTHER LOCAL & INTERMEDIATE REVENUE,ALL FUNDS-LOCAL PROPERTY TAXES FROM I&S,ALL FUNDS-STATE DEBT FUNDS,ALL FUNDS-OTHER RECEIPTS,ALL FUNDS-DEBT SERVICE FINANCING RELATED REVENUE,Revenue Sum,Revenue Sum w/ Debt,REPORT_CHARTER_STATUS,2018-2019 ADA,REGION,COUNTY,Asian,Black or African American,Hispanic/Latino,Two or more races,White,American Indian or Alaska Nat,Native Hawaiian/Other Pacific,Total Ethnicity,District 2019 Overall Rating,District 2019 Overall Scaled Score,Student Achievement Rating,Student Achievement Scaled Score,School Progress Resolved Rating,School Progress Resolved Scaled Score,Closing the Gaps Rating,Closing the Gaps Scaled Score,Rated Under AEA Procedures,Charter Operator,New Charter Operator,Residential Treatment Facility,Single District Campus - PEIMS,# Enrolled in Grades 3-12,% Enrolled in Grades 3-12,All Students Count,# Economically Disadvantaged,% Economically Disadvantaged,# LEP Students,% LEP Students,# Special Education,% Special Education,# Enrolled in Early College High School,% Enrolled in Early College High School,# Pathways in Technology ECHS,% Pathways in Technology ECHS,# Enrolled in a T-Stem Academy,% Enrolled in a T-Stem Academy,Total AEA Bonus Points Received,AEA Bonus Graduation or Dropout Rate Used,AEA Bonus GRAD/CCMR Points Received,AEA Bonus STAAR Percentage,AEA Bonus STAAR Points Received,Any Change due to Appeal,Number of Consecutive Years Improvement Required (IR),County Name,County #,Postsecondary Readiness Distinction,"Final Rating Update Status: 1 = Appeal granted, 2 = Rating update to 'Q' - Not Rated due to Data Integrity issue",STAAR Component Raw Score,STAAR Component Scaled Score,CCMR Component Raw Score,CCMR Component Scaled Score,Graduation Rate Component Raw Score,Graduation Rate Component Scaled Score,Academic Growth Raw Score
152903,SLATON ISD,2019,4808009,8829614,1501613,1209451,122295,0,0,16470982,16470982,Traditional ISD/CSD,"1,203.127",17,LUBBOCK COUNTY,3,80,863,11,386,1,0,1344,B,88,B,85,A,92,C,79,N,N,N,N,N,990,73.900000000000006,1339,1058,79,53,4,196,14.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,LUBBOCK,'152,0,NA,43,74,85,96,95.3,85,70
152906,LUBBOCK-COOPER ISD,2019,32811483,14830286,5747697,15986096,236496,8606985,13295,78219043,78232338,Traditional ISD/CSD,"6,149.689",17,LUBBOCK COUNTY,120,156,2456,147,3677,10,5,6571,B,89,B,89,B,89,B,89,N,N,N,N,N,4829,73.599999999999994,6558,2233,34.1,198,3,599,9.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,LUBBOCK,'152,0,NA,58,88,84,96,99.7,95,71
152907,FRENSHIP ISD,2019,43983934,32322930,4078406,18149505,355026,2751251,0,101641052,101641052,Traditional ISD/CSD,"9,337.587",17,LUBBOCK COUNTY,285,374,4407,295,4555,27,12,9955,A,93,A,92,A,91,A,94,N,N,N,N,N,7414,74.7,9927,4249,42.8,438,4.4,891,9,0,0,0,0,0,0,.,.,.,.,.,NA,.,LUBBOCK,'152,0,NA,56,87,78,95,99.1,95,69
152908,ROOSEVELT ISD,2019,2731367,8725963,321108,546372,300400,19912,0,12645122,12645122,Traditional ISD/CSD,988.559,17,LUBBOCK COUNTY,0,42,607,17,394,4,2,1066,B,86,B,86,A,90,C,75,N,N,N,N,N,803,75.5,1064,807,75.8,39,3.7,122,11.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,LUBBOCK,'152,0,NA,42,73,65,91,100,100,68
152909,SHALLOWATER ISD,2019,3872091,10325231,2344119,1293241,884290,65719,0,18784691,18784691,Traditional ISD/CSD,"1,572.598",17,LUBBOCK COUNTY,2,10,533,20,1122,7,0,1694,A,94,A,96,A,95,B,89,N,N,N,N,N,1233,72.8,1694,700,41.3,46,2.7,126,7.4,0,0,0,0,831,49.1,.,.,.,.,.,NA,.,LUBBOCK,'152,1,NA,62,91,97,99,100,100,76
152910,IDALOU ISD,2019,3075350,6201248,326795,671942,273042,0,0,10548377,10548377,Traditional ISD/CSD,946.732,17,LUBBOCK COUNTY,1,4,421,7,579,2,0,1014,A,95,A,94,A,92,A,97,N,N,N,N,N,780,77,1013,348,34.4,30,3,82,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,LUBBOCK,'152,1,NA,60,90,84,96,100,100,72
153903,O'DONNELL ISD,2019,1230500,2914789,538179,1093409,5517,14240,0,5796634,5796634,Traditional ISD/CSD,284.087,17,LYNN COUNTY,0,1,205,3,100,0,0,309,B,86,B,85,A,90,C,76,N,N,NA,N,Y,.,.,306,224,73.2,21,6.9,38,12.4,0,0,.,.,.,.,.,.,.,.,.,NA,.,LYNN,'153,NA,NA,39,67,85,96,100,100,65
153904,TAHOKA ISD,2019,1655617,5776178,817494,385375,208109,308042,0,9150815,9150815,Traditional ISD/CSD,560.089,17,LYNN COUNTY,3,13,392,9,200,3,0,620,A,90,B,89,A,93,B,82,N,N,N,N,N,442,71.400000000000006,619,432,69.8,19,3.1,51,8.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,LYNN,'153,0,NA,42,73,96,99,100,100,69
153905,NEW HOME ISD,2019,1149484,3478755,273180,184333,170638,50850,90500,5307240,5397740,Traditional ISD/CSD,433.166,17,LYNN COUNTY,0,2,117,4,356,0,0,479,A,97,A,95,B,89,A,100,N,N,NA,N,Y,.,.,478,87,18.2,10,2.1,28,5.9,0,0,.,.,.,.,.,.,.,.,.,NA,.,LYNN,'153,NA,NA,69,92,79,95,100,100,79
153907,WILSON ISD,2019,590548,1151563,106444,0,0,68578,0,1917133,1917133,Traditional ISD/CSD,101.146,17,LYNN COUNTY,0,0,78,1,24,0,0,103,D,67,C,70,D,66,D,60,N,N,NA,N,Y,.,.,103,80,77.7,18,17.5,15,14.6,36,35,.,.,.,.,.,.,.,.,.,NA,.,LYNN,'153,NA,NA,36,62,30,63,100,100,60
154901,MADISONVILLE CISD,2019,9837544,11766479,687802,541818,46409,156,200000,22880208,23080208,Traditional ISD/CSD,"2,204.844",6,MADISON COUNTY,12,443,841,86,1016,1,0,2399,A,90,A,91,A,93,B,83,N,N,N,N,N,1719,71.7,2397,1724,71.9,347,14.5,206,8.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,MADISON,'154,0,NA,51,82,88,97,99.4,95,73
154903,NORTH ZULCH ISD,2019,2390973,1140605,153313,380533,10881,0,0,4076305,4076305,Traditional ISD/CSD,305.848,6,MADISON COUNTY,8,2,62,5,262,0,0,339,B,89,B,88,B,89,B,88,N,N,NA,N,Y,.,.,338,183,54.1,11,3.3,28,8.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,MADISON,'154,NA,NA,54,82,75,94,97.5,90,77
155901,JEFFERSON ISD,2019,6234068,5877028,470149,545977,19378,329792,0,13476392,13476392,Traditional ISD/CSD,"1,181.192",8,MARION COUNTY,9,411,72,51,772,6,3,1324,B,82,B,83,B,85,C,76,N,N,N,N,N,971,73.400000000000006,1323,982,74.2,19,1.4,168,12.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,MARION,'155,0,NA,40,70,58,88,100,100,63
156902,STANTON ISD,2019,11596033,1225467,957804,6940185,110232,471256,0,21300977,21300977,Traditional ISD/CSD,"1,007.496",18,MARTIN COUNTY,2,8,748,6,333,1,0,1098,B,81,B,84,B,81,C,73,N,N,N,N,N,794,72.400000000000006,1096,627,57.2,96,8.8,77,7,0,0,0,0,0,0,.,.,.,.,.,NA,.,MARTIN,'156,0,NA,39,69,61,90,100,100,67
156905,GRADY ISD,2019,4759494,190189,235261,3695997,6812,116660,0,9004413,9004413,Traditional ISD/CSD,239.887,18,MARTIN COUNTY,2,0,87,1,165,0,0,255,A,97,A,95,B,89,A,100,N,N,NA,N,Y,.,.,255,92,36.1,9,3.5,12,4.7,0,0,.,.,.,.,.,.,.,.,.,NA,.,MARTIN,'156,NA,NA,63,91,83,96,100,100,75
157901,MASON ISD,2019,4628075,3276633,523451,523560,0,11000,0,8962719,8962719,Traditional ISD/CSD,674.231,15,MASON COUNTY,6,1,245,2,461,0,0,715,A,93,A,95,A,94,B,89,N,N,N,N,N,516,72.3,714,336,47.1,58,8.1,66,9.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,MASON,'157,0,NA,58,88,94,99,100,100,71
158901,BAY CITY ISD,2019,15059413,17300471,3652346,5274708,56839,0,38321,41343777,41382098,Traditional ISD/CSD,"3,298.158",3,MATAGORDA COUNTY,23,563,2332,67,674,11,0,3670,B,85,B,80,B,89,C,74,N,N,N,N,N,2615,71.400000000000006,3660,2837,77.5,550,15,334,9.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MATAGORDA,'158,0,NA,40,70,64,91,94.4,80,68
158902,TIDEHAVEN ISD,2019,8477660,1363396,401071,2503661,19776,259824,0,13025388,13025388,Traditional ISD/CSD,915.488,3,MATAGORDA COUNTY,0,27,504,22,426,0,0,979,B,89,B,88,A,90,B,87,N,N,N,N,N,743,76,977,550,56.3,93,9.5,73,7.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,MATAGORDA,'158,0,NA,51,82,67,92,96.9,90,71
158904,MATAGORDA ISD,2019,1319860,96858,107765,338990,3136,0,0,1866609,1866609,Traditional ISD/CSD,107.092,3,MATAGORDA COUNTY,0,0,59,3,71,0,0,133,C,77,D,67,B,80,C,71,N,N,NA,N,Y,.,.,133,87,65.4,13,9.8,17,12.8,0,0,.,.,.,.,.,.,.,.,.,NA,.,MATAGORDA,'158,NA,NA,39,67,.,.,.,.,75
158905,PALACIOS ISD,2019,10970804,2506931,1671751,1158575,3781,0,594102,16311842,16905944,Traditional ISD/CSD,"1,300.969",3,MATAGORDA COUNTY,96,22,979,22,309,0,0,1428,B,89,B,88,A,92,B,81,N,N,N,N,N,1022,71.599999999999994,1428,1026,71.8,211,14.8,144,10.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MATAGORDA,'158,0,NA,50,82,71,93,96.1,90,71
158906,VAN VLECK ISD,2019,6074577,4149226,6931915,4391087,0,59350,0,21606155,21606155,Traditional ISD/CSD,981.298,3,MATAGORDA COUNTY,3,105,314,44,578,0,1,1045,B,84,B,83,B,81,B,86,N,N,N,N,N,809,77.599999999999994,1043,584,56,17,1.6,93,8.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,MATAGORDA,'158,0,NA,48,80,51,78,100,100,67
159901,EAGLE PASS ISD,2019,28788011,98862224,2028009,2328279,2205794,13495162,0,147707479,147707479,Traditional ISD/CSD,"13,316.313",20,MAVERICK COUNTY,26,15,14157,16,103,240,4,14561,A,90,B,86,A,92,B,85,N,N,N,N,N,10807,74.5,14497,11773,81.2,5269,36.3,1438,9.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,MAVERICK,'159,0,NA,53,84,68,92,94.2,80,70
160901,BRADY ISD,2019,5030781,5810113,1889952,1507524,42776,42860,3508,14324006,14327514,Traditional ISD/CSD,"1,052.824",15,MCCULLOCH COUNTY,11,19,539,23,553,1,0,1146,B,86,B,89,A,90,C,78,N,N,N,N,N,830,72.400000000000006,1146,740,64.6,44,3.8,173,15.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCCULLOCH,'160,0,NA,50,82,63,91,100,100,68
160904,ROCHELLE ISD,2019,904634,1515368,101718,0,0,0,0,2521720,2521720,Traditional ISD/CSD,167.893,15,MCCULLOCH COUNTY,0,4,44,1,130,0,0,179,B,85,B,87,B,83,B,80,N,N,NA,N,Y,.,.,179,81,45.3,0,0,27,15.1,0,0,.,.,.,.,.,.,.,.,.,NA,.,MCCULLOCH,'160,NA,NA,49,77,64,91,100,100,73
160905,LOHN ISD,2019,653509,1408287,80149,39863,76772,23876,0,2282456,2282456,Traditional ISD/CSD,65.800,15,MCCULLOCH COUNTY,0,0,31,2,42,0,0,75,B,84,C,73,B,84,Not Rated,.,N,N,NA,N,Y,.,.,75,65,86.7,0,0,13,17.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,MCCULLOCH,'160,NA,NA,31,56,72,93,90.9,65,56
161801,WACO CHARTER SCHOOL,2019,0,1953093,33274,0,0,0,0,1986367,1986367,Open Enrollment Charter,192.737,12,MCLENNAN COUNTY,0,54,150,1,7,0,0,212,C,73,F,57,C,74,C,71,N,Y,NA,N,Y,.,.,212,207,97.6,57,26.9,16,7.5,.,0,.,.,.,.,.,.,.,.,.,NA,.,MCLENNAN,'161,NA,NA,32,57,.,.,.,.,71
161802,RAPOPORT ACADEMY PUBLIC SCHOOL,2019,0,7645904,223289,0,0,19689,0,7888882,7888882,Open Enrollment Charter,748.685,12,MCLENNAN COUNTY,5,280,342,19,172,1,0,819,B,89,B,88,A,93,B,80,N,Y,N,N,N,553,67.5,819,579,70.7,65,7.9,84,10.3,172,21,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,42,73,89,97,100,100,64
161807,HARMONY SCIENCE ACAD (WACO),2019,0,89850536,3229754,0,0,115002,0,93195292,93195292,Open Enrollment Charter,"9,200.439",12,MCLENNAN COUNTY,1113,2308,4292,221,1773,37,19,9763,B,88,B,89,B,89,B,86,N,Y,N,N,N,7606,77.900000000000006,9763,5934,60.8,2676,27.4,778,8,0,0,0,0,4660,47.7,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,50,82,87,97,99.7,95,71
161901,CRAWFORD ISD,2019,2339784,3372441,283841,121248,10183,10000,282817,6137497,6420314,Traditional ISD/CSD,563.543,12,MCLENNAN COUNTY,4,5,46,5,523,1,1,585,A,96,A,96,A,93,A,96,N,N,N,N,N,453,77.400000000000006,585,129,22.1,7,1.2,59,10.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,1,NA,66,92,93,98,100,100,72
161903,MIDWAY ISD,2019,54152294,9808304,5027561,14917768,243163,494,0,84149584,84149584,Traditional ISD/CSD,"7,838.779",12,MCLENNAN COUNTY,365,977,1992,264,4673,17,14,8302,A,93,A,94,A,91,B,89,N,N,N,N,N,6232,75.2,8282,2885,34.8,271,3.3,776,9.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,65,91,72,93,100,100,74
161906,LA VEGA ISD,2019,10558886,18189338,1955351,2110842,554506,0,0,33368923,33368923,Traditional ISD/CSD,"2,874.775",12,MCLENNAN COUNTY,3,856,1742,71,464,4,0,3140,C,76,C,72,C,79,C,70,N,N,N,N,N,2268,72.3,3138,2824,90,708,22.6,253,8.1,211,6.7,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,40,70,43,73,93.8,75,62
161907,LORENA ISD,2019,6225981,8507171,1288913,1982741,402273,70099,0,18477178,18477178,Traditional ISD/CSD,"1,638.103",12,MCLENNAN COUNTY,5,26,275,64,1350,8,0,1728,A,94,A,95,A,91,A,90,N,N,N,N,N,1330,77.099999999999994,1724,455,26.4,27,1.6,149,8.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,60,90,90,98,100,100,71
161908,MART ISD,2019,1396515,3826425,460451,566384,61632,10000,0,6321407,6321407,Traditional ISD/CSD,471.237,12,MCLENNAN COUNTY,2,120,107,48,236,3,0,516,B,85,B,86,A,90,C,74,N,N,N,N,N,370,71.7,516,399,77.3,16,3.1,62,12,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,43,74,65,91,100,100,69
161909,MCGREGOR ISD,2019,4597391,6997744,1631887,1283831,181767,0,0,14692620,14692620,Traditional ISD/CSD,"1,320.284",12,MCLENNAN COUNTY,2,81,686,28,581,40,8,1426,B,88,B,89,A,91,B,81,N,N,N,N,N,1024,71.900000000000006,1424,851,59.8,183,12.9,122,8.6,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,47,79,72,93,100,100,68
161910,MOODY ISD,2019,2267730,5128784,239260,396928,148196,0,0,8180898,8180898,Traditional ISD/CSD,644.083,12,MCLENNAN COUNTY,0,33,216,28,416,2,1,696,B,82,B,83,B,86,C,74,N,N,N,N,N,513,73.8,695,444,63.9,55,7.9,81,11.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,38,67,65,91,100,100,62
161912,RIESEL ISD,2019,3436667,1587192,341122,1344551,21129,0,5040079,6730661,11770740,Traditional ISD/CSD,633.976,12,MCLENNAN COUNTY,4,16,162,16,481,2,0,681,C,79,C,79,C,75,C,78,N,N,N,N,N,539,79.099999999999994,681,337,49.5,12,1.8,75,11,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,44,75,51,78,97.4,90,63
161914,WACO ISD,2019,64971603,67725201,13857879,14398754,371770,634690,47209,161959897,162007106,Traditional ISD/CSD,"13,333.601",12,MCLENNAN COUNTY,53,4183,8931,272,1298,15,4,14756,B,81,C,72,B,85,C,70,N,N,N,N,N,10264,69.8,14696,11314,77,2869,19.5,1185,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,37,65,58,88,82.8,55,65
161916,WEST ISD,2019,4921427,6037269,931241,1060501,25245,334361,0,13310044,13310044,Traditional ISD/CSD,"1,249.526",12,MCLENNAN COUNTY,2,42,243,32,1035,3,2,1359,B,86,B,89,B,80,C,78,N,N,N,N,N,1040,76.8,1355,509,37.6,46,3.4,113,8.3,0,0,0,0,442,32.6,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,48,80,66,92,100,100,65
161918,AXTELL ISD,2019,1802682,7060621,378439,0,0,206727,0,9448469,9448469,Traditional ISD/CSD,739.382,12,MCLENNAN COUNTY,2,25,151,22,621,4,0,825,A,90,B,89,A,91,B,87,N,N,N,N,N,606,73.599999999999994,823,472,57.4,10,1.2,138,16.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,51,82,70,93,98.1,95,64
161919,BRUCEVILLE-EDDY ISD,2019,2233463,4742770,169294,296103,81320,328687,0,7851637,7851637,Traditional ISD/CSD,613.280,12,MCLENNAN COUNTY,3,8,201,11,419,3,0,645,B,83,B,85,B,87,C,72,N,N,N,N,N,523,81.599999999999994,641,383,59.8,9,1.4,89,13.9,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,43,74,65,91,98.4,95,65
161920,CHINA SPRING ISD,2019,9457113,12206799,1578693,2990040,503837,0,0,26736482,26736482,Traditional ISD/CSD,"2,675.325",12,MCLENNAN COUNTY,38,159,530,88,1988,4,2,2809,A,94,A,93,B,88,A,95,N,N,N,N,N,2114,75.3,2806,768,27.4,47,1.7,293,10.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,58,88,78,95,100,100,66
161921,CONNALLY ISD,2019,8426859,13178320,828828,1471381,293149,1280000,0,25478537,25478537,Traditional ISD/CSD,"2,184.705",12,MCLENNAN COUNTY,12,796,755,103,684,13,1,2364,B,84,C,76,B,89,C,72,N,N,N,N,N,1672,70.8,2362,1910,80.9,251,10.6,187,7.9,102,4.3,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,34,59,74,94,93.3,75,59
161922,ROBINSON ISD,2019,8228743,12182158,839592,1710295,498253,0,0,23459041,23459041,Traditional ISD/CSD,"2,284.569",12,MCLENNAN COUNTY,13,70,682,95,1548,3,0,2411,B,89,A,90,B,88,B,88,N,N,N,N,N,1838,76.599999999999994,2401,828,34.5,46,1.9,222,9.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,53,84,76,94,99,95,68
161923,BOSQUEVILLE ISD,2019,2142270,4981704,565677,402405,169300,106088,0,8367444,8367444,Traditional ISD/CSD,663.532,12,MCLENNAN COUNTY,2,29,160,21,483,0,4,699,B,88,B,88,C,78,B,88,N,N,N,N,N,518,74.099999999999994,699,265,37.9,18,2.6,87,12.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,MCLENNAN,'161,0,NA,54,85,56,85,100,100,68
161924,HALLSBURG ISD,2019,826662,933264,125686,155224,6029,3115,0,2049980,2049980,Traditional ISD/CSD,157.033,12,MCLENNAN COUNTY,0,8,38,1,124,0,0,171,C,75,C,78,B,80,D,63,N,N,NA,N,Y,.,.,171,95,55.6,9,5.3,13,7.6,.,0,.,.,.,.,.,.,.,.,.,NA,.,MCLENNAN,'161,NA,NA,51,78,.,.,.,.,66
161925,GHOLSON ISD,2019,567083,2112996,48282,0,0,12378,0,2740739,2740739,Traditional ISD/CSD,230.549,12,MCLENNAN COUNTY,0,8,63,5,174,0,0,250,B,84,B,86,B,87,C,77,N,N,NA,N,Y,.,.,250,186,74.4,11,4.4,29,11.6,0,0,.,.,.,.,.,.,.,.,.,NA,.,MCLENNAN,'161,NA,NA,43,72,70,93,100,100,74
162904,MCMULLEN COUNTY ISD,2019,5428463,472828,953740,3839638,2403,255500,0,10952572,10952572,Traditional ISD/CSD,261.259,2,MCMULLEN COUNTY,4,0,107,2,175,1,0,289,A,97,A,96,A,91,A,100,N,N,NA,N,Y,.,.,289,71,24.6,3,1,24,8.3,0,0,.,.,.,.,.,.,.,.,.,NA,.,MCMULLEN,'162,NA,NA,64,91,100,100,100,100,76
163901,DEVINE ISD,2019,5417383,11826357,538258,778457,320281,58207,0,18938943,18938943,Traditional ISD/CSD,"1,837.985",20,MEDINA COUNTY,1,6,1268,19,688,1,2,1985,B,84,B,84,B,85,B,83,N,N,N,N,N,1473,74.400000000000006,1980,1150,58.1,73,3.7,241,12.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,MEDINA,'163,0,NA,45,76,59,89,97.6,90,67
163902,D'HANIS ISD,2019,2083758,1835480,251990,262764,4067,54000,0,4492059,4492059,Traditional ISD/CSD,335.644,20,MEDINA COUNTY,1,1,174,2,190,0,0,368,A,92,B,88,B,81,A,100,N,N,NA,N,Y,.,.,368,153,41.6,2,0.5,30,8.2,0,0,.,.,.,.,.,.,.,.,.,NA,.,MEDINA,'163,NA,NA,53,80,59,89,100,100,68
163903,NATALIA ISD,2019,2531414,7700306,270139,252264,146564,260483,0,11161170,11161170,Traditional ISD/CSD,961.891,20,MEDINA COUNTY,0,2,888,14,172,1,3,1080,C,79,C,71,B,81,C,73,N,N,N,N,N,776,71.900000000000006,1079,824,76.4,96,8.9,92,8.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,MEDINA,'163,0,NA,36,62,54,82,90.7,65,65
163904,HONDO ISD,2019,7389334,9080122,830691,2392395,33667,22612,0,19748821,19748821,Traditional ISD/CSD,"1,780.255",20,MEDINA COUNTY,4,14,1363,14,528,2,3,1928,B,86,B,85,B,89,C,78,N,N,N,N,N,1456,75.7,1924,1109,57.6,54,2.8,202,10.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,MEDINA,'163,0,NA,45,76,67,92,96.5,90,66
163908,MEDINA VALLEY ISD,2019,20664843,24108602,1968528,8033605,631763,150000,0,55557341,55557341,Traditional ISD/CSD,"5,111.663",20,MEDINA COUNTY,34,195,3318,163,1707,28,10,5455,A,93,A,92,A,92,A,96,N,N,N,N,N,4078,75.2,5424,2777,51.2,316,5.8,598,11,0,0,0,0,0,0,.,.,.,.,.,NA,.,MEDINA,'163,1,NA,56,87,79,95,99,95,71
164901,MENARD ISD,2019,1908795,1429921,596877,0,0,45000,0,3980593,3980593,Traditional ISD/CSD,279.578,15,MENARD COUNTY,0,3,145,5,152,0,0,305,B,85,B,86,B,89,C,77,N,N,N,N,N,224,73.400000000000006,305,222,72.8,15,4.9,26,8.5,0,0,0,0,0,0,.,.,.,.,.,NA,.,MENARD,'164,0,NA,43,74,65,91,100,100,62
165802,MIDLAND ACADEMY CHARTER SCHOOL,2019,0,3623968,80409,0,0,0,0,3704377,3704377,Open Enrollment Charter,390.662,18,MIDLAND COUNTY,3,33,264,4,116,3,0,423,B,83,B,85,B,83,C,78,N,Y,NA,N,Y,.,.,423,207,48.9,15,3.5,14,3.3,.,0,.,.,.,.,.,.,.,.,.,NA,.,MIDLAND,'165,NA,NA,56,85,.,.,.,.,71
165901,MIDLAND ISD,2019,196666068,18719071,9011670,20374062,213946,0,0,244984817,244984817,Traditional ISD/CSD,"23,975.034",18,MIDLAND COUNTY,640,2029,16464,474,6485,68,23,26183,C,75,C,75,C,76,C,74,N,N,N,N,N,18796,71.900000000000006,26133,12297,47.1,3303,12.6,1848,7.1,352,1.3,0,0,0,0,.,.,.,.,.,NA,.,MIDLAND,'165,0,NA,41,71,56,85,91.8,65,64
165902,GREENWOOD ISD,2019,20855613,4262640,1251703,4310800,37716,526752,0,31245224,31245224,Traditional ISD/CSD,"2,611.966",18,MIDLAND COUNTY,2,17,1415,31,1374,5,0,2844,B,80,B,83,C,74,C,73,N,N,N,N,N,2054,72.599999999999994,2830,1133,40,237,8.4,191,6.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,MIDLAND,'165,0,NA,45,76,57,86,96.2,90,67
166901,CAMERON ISD,2019,4110816,10715786,564719,1337318,722441,17606,9887189,17468686,27355875,Traditional ISD/CSD,"1,593.410",6,MILAM COUNTY,4,289,867,36,585,2,0,1783,B,86,B,85,B,89,C,79,N,N,N,N,N,1268,71.3,1779,1363,76.6,190,10.7,144,8.1,0,0,0,0,0,0,.,.,.,.,.,NA,.,MILAM,'166,0,NA,45,76,59,89,98.1,95,70
166902,GAUSE ISD,2019,920709,1076421,93528,0,0,10000,0,2100658,2100658,Traditional ISD/CSD,155.345,6,MILAM COUNTY,3,17,68,3,75,0,0,166,B,83,B,82,B,87,C,73,N,N,NA,N,Y,.,.,166,119,71.7,21,12.7,14,8.4,.,0,.,.,.,.,.,.,.,.,.,NA,.,MILAM,'166,NA,NA,54,82,.,.,.,.,65
166903,MILANO ISD,2019,1302880,3771725,235345,323393,142369,29000,0,5804712,5804712,Traditional ISD/CSD,435.488,6,MILAM COUNTY,3,24,125,14,296,1,2,465,B,89,A,90,A,90,B,87,N,N,N,N,N,363,78.2,464,263,56.7,23,5,39,8.4,0,0,0,0,0,0,.,.,.,.,.,NA,.,MILAM,'166,0,NA,52,83,63,91,100,100,73
166904,ROCKDALE ISD,2019,5519510,4594321,1587669,1013048,42114,109704,630178,12866366,13496544,Traditional ISD/CSD,"1,401.815",6,MILAM COUNTY,12,131,740,35,582,3,1,1504,B,86,B,83,B,89,C,79,N,N,N,N,N,1120,74.599999999999994,1501,1081,72,78,5.2,132,8.8,0,0,0,0,0,0,.,.,.,.,.,NA,.,MILAM,'166,0,NA,44,75,61,90,95.9,85,70
166905,THORNDALE ISD,2019,1972183,4013416,412421,2980,0,0,0,6401000,6401000,Traditional ISD/CSD,518.979,13,MILAM COUNTY,0,9,142,13,393,0,0,557,B,86,B,88,B,86,B,80,N,N,N,N,N,445,80.3,554,289,52.2,39,7,51,9.2,0,0,0,0,0,0,.,.,.,.,.,NA,.,MILAM,'166,0,NA,46,78,64,91,100,100,62
166907,BUCKHOLTS ISD,2019,366514,1503002,48762,21909,63482,6800,0,2010469,2010469,Traditional ISD/CSD,127.124,6,MILAM COUNTY,0,0,77,2,54,0,0,133,A,90,B,87,A,91,B,87,N,N,NA,N,Y,.,.,131,96,73.3,3,2.3,18,13.7,0,0,.,.,.,.,.,.,.,.,.,NA,.,MILAM,'166,NA,NA,49,77,61,90,100,100,81
167901,GOLDTHWAITE ISD,2019,2865406,3860548,1291106,1230899,8836,94121,88697,9350916,9439613,Traditional ISD/CSD,519.358,12,MILLS COUNTY,5,2,154,3,395,0,0,559,A,96,A,94,A,92,A,100,N,N,N,N,N,433,77.900000000000006,556,246,44.2,32,5.8,65,11.7,0,0,0,0,0,0,.,.,.,.,.,NA,.,MILLS,'167,0,NA,62,91,77,94,100,100,74
